,id,AIC 1 Mixture,AIC 2 Mixture,AIC 3 Mixture,BIC 1 Mixture,BIC 2 Mixture,BIC 3 Mixture,Experiment
57,58,8024.317268699826,7993.547623276921,7866.190151323022,8033.316842781138,8016.0465584802,7902.188447648269,1
58,59,11641.927224246348,11584.301272475728,11567.19722569357,11651.593287711921,11608.46643113966,11605.861479555859,1
59,60,12016.870578913613,11878.18277518106,11866.607782602772,12026.674053326926,11902.691461214343,11905.821680256026,1
60,61,11375.038681546685,11390.304660704709,11366.71685109089,11384.696105689967,11414.448221062918,11405.346547664023,1
61,62,12071.395783367137,12023.959314963406,12014.269155927503,12081.131732185078,12048.299187008257,12053.212951199264,1
62,63,12147.956096096303,12065.94957888459,12063.657571983156,12157.74543617517,12090.422929081758,12102.814932298625,1
63,64,8111.664619004274,7949.856044722919,7910.6405242088285,8120.581295570963,7972.147736139643,7946.307230475587,1
64,65,12322.189324841936,12195.563196754381,12154.822046056255,12331.950093006308,12219.965117165311,12193.865118713744,1
65,66,11856.96029264541,11506.572062013496,11496.193560164309,11866.755702531667,11531.06058672914,11535.375199709339,1
66,67,11725.848747089349,11564.65524466896,11548.45497799467,11735.631998883453,11589.113374154222,11587.587985171089,1
67,68,11541.658479990432,11476.064609037285,11471.747124197773,11551.302874771673,11500.175595990388,11510.324703322736,1
68,69,12398.909270807111,12198.511742346924,12115.243317435621,12408.724781365076,12223.050518741835,12154.505359667479,1
69,70,12349.92721181081,12315.000329797833,12318.41543073102,12359.692086752804,12339.412517152821,12357.474930499004,1
70,71,11877.648781748307,11780.850514244135,11763.043907151523,11887.384730566248,11805.190386288987,11801.987702423285,1
71,72,11389.799917293705,11296.167919146792,11294.93859043034,11399.605402768022,11320.681632832586,11334.160532327609,1
72,73,12643.106848641957,12487.422039385629,12491.305089107718,12652.849031231179,12511.777495858682,12530.273819464603,1
73,74,11884.863469379135,11605.977350185121,11569.787920691242,11894.654834774632,11630.455763673861,11608.953382273225,1
74,75,12132.695947267619,12012.898595010887,11754.22544671253,12142.505448807542,12037.422348860697,11793.463452872224,1
75,76,9464.422152011488,8566.439916273754,8530.54458238534,9473.558307834312,8589.280305830813,8567.089205676637,1
76,77,11850.184364917059,11652.206012128969,11626.72045479509,11859.987839330372,11676.714698162252,11665.934352448343,1
77,78,8618.817591518251,8449.763865737255,8409.092528971318,8628.025479167452,8472.783584860257,8445.924079568122,1
78,79,11822.13728608993,11686.18402315681,11679.728497531647,11831.906259394016,11710.606456417023,11718.80439074799,1
79,80,11956.946474387685,11787.326161674857,11725.16238912573,11966.73986305093,11811.80963333297,11764.335943778711,1
80,81,11981.556211570369,11878.87767475813,11899.89814306585,11991.290078139293,11903.21234118044,11938.833609341546,1
81,82,12623.589294571055,12633.237116748067,12547.6683092913,12633.362357856116,12657.66977496072,12586.760562431546,1
82,83,7814.554330936845,7736.497056677446,7712.9568854237705,7823.502112329549,7758.866510159208,7748.748010994589,1
83,84,12246.229144955854,12139.992016250839,12125.77667228158,12256.026574024514,12164.48558892249,12164.966388556219,1
84,85,11627.298125890571,11443.652915704784,11427.348725809017,11637.09757210514,11468.151531241208,11466.546510667296,1
85,86,11905.851088778247,11741.555268237644,11738.006802503165,11915.634340572351,11766.013397722905,11777.139809679584,1
86,87,11342.055389929317,11342.463666173946,11338.777929520471,11351.704137269404,11366.585534524162,11377.372918880816,1
87,88,12070.565972751821,11716.930787011883,11681.37865038298,12080.339036036883,11741.363445224535,11720.470903523224,1
88,89,9612.634017413673,9548.791592976295,9529.019232736806,9621.970473910507,9572.132734218381,9566.365058724145,1
89,90,11674.61307882907,11327.272222434563,11313.56596793649,11684.396330623174,11351.730351919825,11352.69897511291,1
90,91,7252.895487162783,7040.736793494935,6977.362799765271,7261.679321389568,7062.696379061898,7012.498136672412,1
91,92,10306.536937632405,10307.05834840261,10289.128862352087,10315.99897383337,10330.71343890502,10326.977007155943,1
92,93,12106.006084042687,11888.523787497177,11958.244140528546,12115.70209459184,11912.763813870059,11997.028182725157,1
93,94,11438.490287570927,11450.429484851884,11422.241124133785,11448.192657425914,11474.685409489353,11461.050603553735,1
94,95,11603.54057951855,11351.900497537385,11323.20642100103,11613.325862800895,11376.363705743244,11362.347554130407,1
95,96,12025.533766338596,11971.296143855234,11999.53991624136,12035.298641280591,11995.708331210222,12038.599416009343,1
96,97,9619.093875682585,9606.14512149425,9583.947161610296,9628.470585110479,9629.586895063983,9621.453999321871,1
97,98,12254.820711859727,12081.324597416664,12061.50186276983,12264.542039202624,12105.627915773905,12100.387172141416,1
98,99,11056.466132928685,11026.538471990956,11023.64602995243,11066.245315545393,11050.986428532728,11062.762760419266,1
99,100,11611.114112065996,11505.93649039331,11476.271526365334,11620.89939534834,11530.399698599169,11515.41265949471,1
100,101,12713.09728002843,12363.790819365402,12279.865623548245,12722.80598903294,12388.062591876676,12318.700459566286,1
101,102,12260.928965660107,12222.626089441379,12228.571851921894,12270.691788267392,12247.033145959591,12267.623142351034,1
102,103,12071.99737736226,11979.347749563836,11950.600776127405,12081.788742757757,12003.826163052576,11989.766237709387,1
103,104,11586.709824704783,11342.451799178292,11308.289718703592,11596.509270919352,11366.950414714716,11347.487503561872,1
104,105,11893.740587840795,11736.49682192359,11716.70752643841,11903.535997727053,11760.985346639234,11755.889165983439,1
105,106,11452.774153375201,11103.755726419779,11098.368504426031,11462.57359958977,11128.254341956203,11137.56628928431,1
106,107,7965.136193458377,7421.482253950325,7397.373380050791,7973.882833037532,7443.34885289821,7432.359938367407,1
107,108,12004.951198168957,11859.865990819162,11827.169234066692,12014.76069970888,11884.389744668972,11866.407240226386,1
108,109,11765.938144648286,11559.119860220024,11482.45044707251,11775.725457357492,11583.588141993037,11521.59969790933,1
109,110,11676.41704523821,11476.47566645356,11450.616010297976,11686.228551790833,11501.004432835118,11489.862036508468,1
110,111,12058.575711187666,11987.625416473922,11921.02001465002,12068.365051266534,12012.09876667109,11960.177374965488,1
111,112,11365.961728895709,11205.721183350684,11189.20757809521,11375.550902057461,11229.694116255067,11227.564270742221,1
112,113,8060.868234263626,7981.789138536193,7875.007394984997,8069.825253548043,8004.181686747235,7910.835472122665,1
113,114,11744.046404883107,11537.274410501166,11522.003970947188,11753.845851097676,11561.77302603759,11561.201755805467,1
114,115,12311.598092464012,12274.9352004465,12223.152777253252,12321.381344258116,12299.393329931761,12262.28578442967,1
115,116,12009.989965910543,11808.08489391152,11799.90525636701,12019.742495134326,11832.466216970974,11838.915373262136,1
116,117,5596.6815337737025,5404.045505107775,5349.889856436516,5604.850532599853,5424.468002173151,5382.5658517411175,1
117,118,11967.216480459017,11819.033833393456,11770.80953177691,11977.021965933334,11843.54754707925,11810.031473674178,1
118,119,12029.603137830829,11839.57490006452,11792.415463179284,12039.412639370752,11864.098653914329,11831.653469338979,1
119,120,11982.485060625346,11848.707430566345,11831.814690765259,11992.258123910407,11873.140088778997,11870.906943905504,1
120,121,12299.586846623359,12091.816711477542,12066.452352292805,12309.376186702226,12116.29006167471,12105.609712608273,1
121,122,5928.156219243965,5870.605329277499,5794.371388699656,5936.683015769148,5891.922320590456,5828.478574800389,1
122,123,12048.091411520822,11969.041626190685,11951.021269571775,12057.804335490011,11993.323936113658,11989.87296544853,1
123,124,12138.300440695306,12042.342183994619,12009.957278785918,12148.050904869859,12066.718344431001,12048.95913548413,1
124,125,11836.946875308484,11726.329891051133,11718.574429941022,11846.724020227615,11750.77275334896,11757.683009617545,1
125,126,12094.209255077034,11870.88765941545,11853.318186368018,12104.012729490347,11895.396345448733,11892.532084021272,1
126,127,11570.904629587272,11367.665593646128,11342.130003147067,11580.70003947353,11392.154118361772,11381.311642692097,1
127,128,11705.28954761814,11459.651625571078,11455.756614772436,11715.074830900485,11484.114833776937,11494.897747901812,1
128,129,11444.555470860716,11177.541692971585,11129.541807298725,11454.352899929376,11202.035265643235,11168.731523573364,1
129,130,12205.207660688055,11748.067316797209,11714.933773542667,12215.0010493513,11772.550788455323,11754.107328195649,1
130,131,11784.539093859812,11491.758806704207,11439.262761171503,11794.344579334129,11516.27252039,11478.484703068772,1
131,132,11830.32636248093,11665.664985225649,11570.359792023894,11840.117727876426,11690.143398714388,11609.525253605876,1
132,133,11930.2435045659,11698.393109990844,11679.4147691719,11940.048990040217,11722.906823676638,11718.63671106917,1
133,134,6271.882035603959,6231.768246626205,6133.104117159166,6280.354774784366,6252.950094577223,6166.995073880796,1
134,135,12087.615845295317,11900.974410598694,11900.313448909601,12097.378667902602,11925.381467116906,11939.364739338742,1
135,136,11704.883237909984,11546.177321768158,11518.254570864534,11714.63783005298,11570.563802125645,11557.272939436514,1
136,137,8711.263187830336,8686.802066685395,8672.2285039306,8720.484579919772,8709.855546908984,8709.114072288343,1
137,138,12134.753151131852,11947.178777393772,11937.254194065044,12144.554612459942,11971.682430713998,11976.460039377405,1
138,139,11698.24291562477,11460.737091744031,11427.006774431022,11708.056425182069,11485.270865637274,11466.26081266021,1
139,140,11839.355237705438,11521.858006300416,11472.817048445471,11849.164739245361,11546.381760150225,11512.055054605165,1
140,141,9742.866854393422,9740.146898399234,9595.160259090586,9752.238576287558,9763.576203134577,9632.647146667132,1
141,142,12061.47230107255,11871.727694663297,11861.074823005405,12071.263666468047,11896.206108152037,11900.240284587388,1
142,1,12292.778539076928,12077.264665705241,12055.436138327517,12302.563822359272,12101.7278739111,12094.577271456894,2
143,2,12241.174933930393,12169.269411614297,12201.937697862195,12250.974380144962,12193.768027150722,12241.135482720474,2
144,3,12495.933748065992,12278.36293211878,12288.566905032912,12505.706811351054,12302.795590331432,12327.659158173157,2
145,4,12198.056483468663,11937.8305509328,11914.092023235466,12207.84582354753,11962.303901129968,11953.249383550934,2
146,5,11403.068200787151,11146.869989750088,11125.20936184171,11412.824853723734,11171.261622091544,11164.23597358804,2
147,6,12273.268072946124,12224.399750385806,12155.121294533103,12283.071547359437,12248.90843641909,12194.335192186356,2
148,7,11700.87869728486,11573.543513844794,11560.988348407936,11710.670062680356,11598.021927333533,11600.153809989919,2
149,8,11787.700442832445,11628.096573686631,11612.377175095568,11797.469416136531,11652.519006946844,11651.45306831191,2
150,9,12100.182472136825,12044.141273348738,12049.074797522746,12109.889070323197,12068.407768814668,12087.901190268234,2
151,10,11818.931736343824,11545.082425482788,11462.09391537225,11828.739230858993,11569.60116177071,11501.323893432927,2
152,11,12022.063638170359,11899.091276232884,11886.172438001542,12031.818230313354,11923.477756590371,11925.190806573522,2
153,12,11775.91880007859,11314.546041464539,11248.515325054996,11785.720261406681,11339.049694784764,11287.721170367357,2
154,13,12123.855452816133,11995.335791828118,11976.566657843548,12133.607982039915,12019.717114887571,12015.576774738674,2
155,14,12346.367590660397,12085.203608333726,12023.562915277756,12356.165019729056,12109.697181005376,12062.752631552396,2
156,15,12507.530923044047,12391.108606561627,12381.382066286988,12517.2813872186,12415.48476699801,12420.3839229852,2
157,16,11434.91613254162,11277.911474010081,11245.640144831686,11444.703445250827,11302.379755783095,11284.789395668507,2
158,17,12174.182517936428,11931.304176614636,11925.892995382408,12183.893335533648,11955.581220607686,11964.736265771287,2
159,18,12188.469115097785,11946.16176511602,11879.476789628447,12198.221644321568,11970.543088175473,11918.486906523573,2
160,19,12416.849223013924,12330.161827252863,12324.469571373467,12426.622286298985,12354.594485465515,12363.561824513712,2
161,20,12696.002213259233,12398.477891759903,12402.42648136161,12705.777318402563,12422.915654618226,12441.526901934927,2
162,21,11840.576115534051,11755.358258321961,11750.291626857603,11850.1809050607,11779.370232138583,11788.710784964198,2
163,22,12563.71320860837,12103.643086375892,12217.886090467118,12573.469861544952,12128.034718717348,12256.912702213449,2
164,23,12099.757063823465,11988.955790017302,11950.060928933191,12109.476293630772,12013.253864535573,11988.937848162424,2
165,24,12090.377139929373,12021.250941498016,12010.623184207641,12100.129669153155,12045.63226455747,12049.633301102767,2
166,25,11809.884687404627,11736.485426187528,11679.980833963931,11819.674027483494,11760.958776384696,11719.1381942794,2
167,26,11821.98454065534,11561.383985689306,11512.468682920718,11831.788015068652,11585.89267172259,11551.682580573972,2
168,27,11919.237244000566,11853.9902652953,11829.556544649142,11929.034673069225,11878.48383796695,11868.746260923781,2
169,28,12284.115137543275,12142.732018835823,12100.346313497808,12293.875905707646,12167.133939246753,12139.389386155297,2
170,29,12076.335910676702,11759.295081526141,11646.68611030473,12086.151421234666,11783.833857921052,11685.948152536588,2
171,30,12166.580815349347,12117.007244927767,12087.894188227128,12176.283185204335,12141.263169565236,12126.703667647078,2
172,31,11537.557891888857,11440.936954889501,11432.748878231781,11547.197924618205,11465.037036712873,11471.309009149174,2
173,32,12234.263909907822,12041.220929777475,11994.15994834431,12244.061338976482,12065.714502449126,12033.349664618949,2
174,33,11582.836738136642,11459.04674932919,11462.186354516021,11592.481132917883,11483.157736282294,11500.763933640985,2
175,34,11856.248024455308,11611.777431843235,11593.417583394927,11866.02516937444,11636.220294141061,11632.52616307145,2
176,35,11983.968152510726,11929.615155130294,11900.073549073493,11993.644962912422,11953.80718113453,11938.780790680272,2
177,36,12238.577031445233,11970.649206739756,11867.66700789069,12248.37244133149,11995.1377314554,11906.84864743572,2
178,37,12115.268660308859,12021.76308701865,12004.931318000661,12124.921750755972,12045.895813136432,12043.543679789114,2
179,38,12373.851007172416,12308.160775148386,12322.644433929172,12383.599404163322,12332.531767625653,12361.638021892799,2
180,39,11779.718453390104,11698.40264099882,11669.405096816494,11789.489472730173,11722.830189348993,11708.489174176771,2
181,40,11891.735815333403,11732.317106169296,11666.215159619609,11901.54130080772,11756.83081985509,11705.437101516878,2
182,41,11879.45084567364,11832.176572059925,11840.24596968612,11889.186794491581,11856.516444104776,11879.189764957882,2
183,42,12259.119512596822,12110.495416225202,12111.746301177667,12268.861695186044,12134.850872698255,12150.715031534552,2
184,43,11775.720086320922,11682.566351092017,11644.282508741599,11785.344776509277,11706.628076562904,11682.781269495019,2
185,44,12011.167520621882,11852.885940980581,11803.489881524034,12020.920049845665,11877.267264040034,11842.49999841916,2
186,45,12313.289306483519,12165.983607541737,12165.466546382113,12323.06645140265,12190.426469839564,12204.575126058637,2
187,46,11882.16953520212,11815.239054672667,11659.043093887673,11891.979036742043,11839.762808522477,11698.281100047367,2
188,47,11291.809454281703,11189.610873619225,11160.431470034398,11301.59879436057,11214.084223816393,11199.588830349867,2
189,48,11829.168713370153,11731.754878504533,11736.91930770392,11838.879530967373,11756.031922497583,11775.7625780928,2
190,49,12264.62893548028,12178.433348889306,12151.973821040201,12274.408118096988,12202.881305431078,12191.090551507037,2
191,50,12469.050453091095,12185.861975175061,12180.143766557294,12478.794709293772,12210.222615681756,12219.120791368006,2
192,51,11955.979865756512,11921.760560458739,11910.097629755706,11965.740633920883,11946.162480869669,11949.140702413195,2
193,52,12198.73909758173,11763.465221633787,11792.736465426151,12208.51420272506,11787.90298449211,11831.836885999468,2
194,53,11591.39864356468,11338.9813153512,11301.72208658911,11601.204129038997,11363.495029036994,11340.94402848638,2
195,54,11901.149205198768,11786.940485137198,11754.76761602946,11910.870532541665,11811.243803494439,11793.652925401046,2
196,55,12200.383961608275,11958.216060367962,11952.846914711945,12210.132358599181,11982.587052845229,11991.840502675572,2
197,56,11859.1259814589,11720.845380370265,11696.060650735244,11868.899044743961,11745.278038582917,11735.152903875489,2
198,57,11909.0827303498,11802.65734991664,11787.32890139578,11918.85374968987,11827.084898266814,11826.412978756058,2
199,58,11931.792662137312,11686.603611222261,11636.514278780069,11941.538989805736,11710.969430393323,11675.49958945377,2
200,59,12340.572410535708,12167.711861554004,12090.59971824351,12350.339335708533,12192.12917448607,12129.667418934814,2
201,60,12092.993784277904,11831.382403073381,11808.917473398706,12102.756606885188,11855.789459591593,11847.968763827846,2
202,61,12119.497221439884,11936.540787891387,11898.811656027363,12129.222737265987,11960.854577456643,11937.713719331774,2
203,62,11772.732529467226,11514.259704048607,11471.463304319086,11782.538014941543,11538.773417734401,11510.685246216355,2
204,63,12110.668237327014,11861.407427836552,11832.893115437495,12120.439256667083,11885.834976186725,11871.977192797773,2
205,64,12258.085369730376,12124.00400933617,12114.528842547974,12267.744957205401,12148.152978023732,12153.167192448072,2
206,65,11772.048569713144,11550.745540774104,11541.151621712746,11781.81139232043,11575.152597292315,11580.202912141887,2
207,66,12312.563380240232,12214.590971756064,12183.238340013435,12322.320033176815,12238.98260409752,12222.264951759766,2
208,67,11347.800348561106,11111.780300407707,11077.771428908194,11357.61185511373,11136.309066789265,11117.017455118686,2
209,68,11560.059506433234,11435.867483513743,11429.525829917187,11569.85087182873,11460.345897002482,11468.69129149917,2
210,69,12491.274861922859,12291.748450978437,12303.373801255852,12501.062174632065,12316.21673275145,12342.523052092673,2
211,70,11637.799047418857,11561.857919159538,11574.017599270155,11647.490807169386,11586.087318535858,11612.784638272267,2
212,71,12546.630644655828,12180.574643747423,12153.15920223239,12556.422010051325,12205.053057236162,12192.324663814372,2
213,72,12049.58459000513,11716.201445145902,11698.845308107326,12059.373930083997,11740.67479534307,11738.002668422794,2
214,73,11808.58866206988,11473.321965500136,11440.335585432567,11818.39012339797,11497.825618820361,11479.541430744928,2
215,74,12193.266700629829,11795.45440854758,11762.462920939375,12202.985930437137,11819.752483065851,11801.339840168608,2
216,75,11919.38543442219,11331.632950609033,11213.80525721474,11929.174774501058,11356.106300806201,11252.96261753021,2
217,76,11734.754416537788,11580.893410487563,11573.638814789188,11744.385696517937,11604.971610437935,11612.163934709783,2
218,77,11745.799598693318,11494.572226785902,11458.864680658076,11755.597027761978,11519.065799457552,11498.054396932715,2
219,78,11861.265586040427,11812.345456577827,11815.73937921139,11870.948816993381,11836.553533960214,11854.47230302321,2
220,79,11747.19478039877,11324.015565582102,11276.056737020786,11756.988169062015,11348.499037240215,11315.230291673768,2
221,80,12247.654307938818,12021.913595226906,11976.994149728387,12257.459793413134,12046.4273089127,12016.216091625656,2
222,81,12543.352924738501,12329.018406617877,12293.872698045367,12553.119849911327,12353.435719549943,12332.940398736671,2
223,82,12377.342088528752,12347.095944367637,12330.559503711118,12387.13142860762,12371.569294564804,12369.716864026586,2
224,83,12515.125142961297,12283.299312492723,12271.367483956752,12524.910426243641,12307.762520698583,12310.508617086129,2
225,84,12748.77023590047,12697.534264997332,12527.485220897282,12758.573710313784,12722.042951030615,12566.699118550536,2
226,85,11946.822195659706,11813.50730409036,11787.912331033851,11956.522447991998,11837.757934921088,11826.713340363014,2
227,86,11832.21128985932,11601.713396507283,11518.835561110069,11842.00871892798,11626.206969178933,11558.025277384708,2
228,87,12048.079681681873,11994.004367554102,11948.75930871702,12057.887176197042,12018.523103842024,11987.989286777698,2
229,88,12748.440016528952,12725.880148321718,12609.705522938817,12758.237445597611,12750.373720993368,12648.895239213456,2
230,89,12490.180615121337,12370.787097156783,12295.403351266541,12499.967927830543,12395.255378929796,12334.552602103362,2
231,90,11736.724751859281,11530.098523236564,11526.291861143323,11746.469008061958,11554.459163743259,11565.268885954036,2
